message,is_code_mixed,sentiment,context,greeting_info,has_greeting,exact_slang,has_exact_slang,fuzzy_slang,has_fuzzy_slang,intent,contexts
Matii,True,unknown,general,[],False,[],False,[],False,general,['general']
Nokumbiraw kubvunza tinotanga kusadya nyama musi wanii,True,unknown,general,[],False,[],False,[],False,Requests,['requests']
manheru,True,unknown,greeting,"[{'term': 'manheru', 'meaning': 'Good evening', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,Greeting,['greeting']
Ok thanks,True,unknown,general,[],False,[],False,[],False,general,['appreciation']
Eeeeee,True,unknown,general,[],False,[],False,[],False,general,['general']
Ok,True,unknown,general,[],False,[],False,[],False,general,['general']
Ayewa  kaa   manheru  techipedzisa  mabhonzo ese,True,unknown,greeting,"[{'term': 'manheru', 'meaning': 'Good evening', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['mabhonzo'],True,Greeting,['greeting']
Whats the difference,True,neutral,general,[],False,[],False,[],False,general,['general']
Sisi Rurulicious,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
na,True,unknown,general,[],False,[],False,['na'],True,general,['general']
Heee,True,unknown,general,[],False,[],False,[],False,general,['general']
Ndiani anesong iyo,True,unknown,general,[],False,[],False,[],False,general,['general']
Muno,True,unknown,general,[],False,[],False,[],False,general,['general']
Wadii,True,unknown,greeting,"[{'term': 'wadii', 'meaning': 'How are you?', 'context': 'start_conversation', 'tone': 'casual', 'variant_of': 'wakadini'}]",True,[],False,[],False,Greeting,['greeting']
Yesaya,True,unknown,general,[],False,"[{'term': 'yesaya', 'meaning': 'yes', 'category': 'response', 'tone': 'positive', 'part_of_speech': 'interjection', 'variant_of': 'yes'}]",True,['yesaya'],True,general,['general']
Cy life yako  my bro,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Life ichakanka,True,unknown,general,[],False,[],False,[],False,general,['general']
Tozvitenda  my bro,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship', 'appreciation']"
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,general,['general']
Musik yedu inonakidza uripo ukango recorder haichanzwiki yakutovava,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkk haya bhoo hre mukoma wangyy,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'humor']"
Kkkk wadii MWANA wamai,True,unknown,greeting,"[{'term': 'wadii', 'meaning': 'How are you?', 'context': 'start_conversation', 'tone': 'casual', 'variant_of': 'wakadini'}]",True,[],False,[],False,Greeting,"['family', 'humor', 'greeting']"
Ndiribhoo  hangy mukuuya hre kumunamato nhasie,True,unknown,general,[],False,[],False,['ndiribhoo'],True,general,['general']
hakuzi kufambika nenyaya dzenyika This message was edited,True,unknown,greeting,[],False,[],False,[],False,Friendship,"['friendship', 'educational']"
Haaaa kkkk hooo oo,True,unknown,general,[],False,[],False,['oo'],True,Humor,['humor']
Ok,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkkkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Maty mastatement  anopera hre haa,True,neutral,general,[],False,[],False,[],False,general,['general']
kasi hauzi kuziva zvikuita,True,unknown,general,[],False,[],False,[],False,Education,['educational']
Zvikuitika,True,unknown,general,[],False,[],False,[],False,general,['general']
Ndikuzviziva but haa imimi hre hakusi kutanga,True,unknown,general,[],False,[],False,[],False,Education,['educational']
Haa,True,unknown,general,[],False,[],False,[],False,general,['general']
Usadaro,True,unknown,general,[],False,[],False,[],False,general,['general']
Masweracy hamako big Sunday yekufidelity iriko hre,True,unknown,greeting,[],False,[],False,['big'],True,Family,"['family', 'friendship']"
Ehee,True,unknown,general,[],False,[],False,[],False,general,['general']
Ok maswera boe hre my sister,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,[],False,Greeting,"['friendship', 'greeting']"
Ndaswera zvakanaka maswerawo sei,True,unknown,greeting,[],False,[],False,['sei'],True,general,['general']
Ini ndaswera boe ini kwasweracy ikoko,True,unknown,general,[],False,[],False,[],False,Friendship,['friendship']
Saizvozvo vo vakati vapedza kurayira akatora mukombe akati Mukombe uyu ndiyo sungano itsva muropa ranguitai izvi nguva dzose kana muchinwa muchindirangarira,True,unknown,greeting,[],False,[],False,['vo'],True,general,['general']
Bvisai mbiriso yekare kuti muve bundu idzva sezvamusina kuviriswa Nokuti paseka yedu yakatibayirwa isu ndiKristu,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'religion']"
Hamunzwisisi neiko kuti handina kutaura kwamuri pamsoro pezvingwa  Asi muchenjere mbiriso yava Farise navaSadhuse,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Todya hr chigwaaa tibatsire,True,unknown,greeting,[],False,[],False,[],False,Family,['family']
Wanzwaa kutii lol,True,unknown,general,[],False,[],False,[],False,general,['general']
Ndinga nzwisisa cy pasina unodudzira nhy hamayanguuu,True,unknown,general,[],False,[],False,['hamayanguuu'],True,Family,"['family', 'friendship']"
Yes,True,unknown,general,[],False,[],False,['yes'],True,general,['general']
Yes yes,True,unknown,general,[],False,[],False,"['yes', 'yes']",True,general,['general']
CHIZIVISO CHERUFU,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Tigere,True,unknown,general,[],False,[],False,[],False,general,['general']
Yes baba This message was edited,True,neutral,greeting,[],False,[],False,['yes'],True,Family,['family']
heeeeeee,True,unknown,general,[],False,[],False,[],False,general,['general']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
For real,True,positive,general,[],False,[],False,[],False,general,['general']
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
His picture  Handisi kutowaziwawo But ndopindira kuRegion,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Noo u know him,True,unknown,greeting,[],False,[],False,"['u', 'him']",True,general,['general']
But zita maybe,True,unknown,general,[],False,[],False,[],False,general,['general']
Baba vavo ndivo vashaya,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Thank you  But circular yaimboiswa ine picture yakazoita sei nowadays tirege kuzo assumer,True,unknown,general,[],False,[],False,"['ine', 'sei']",True,Education,"['appreciation', 'educational']"
ndikuona kunge panzi baba vavo not ivo,True,unknown,general,[],False,[],False,[],False,Family,['family']
Mmmmmmm iwe bro arwara here aah life so ka,True,unknown,general,[],False,[],False,"['so', 'ka']",True,Family,"['family', 'friendship', 'health']"
Yes,True,unknown,general,[],False,[],False,['yes'],True,general,['general']
Haa boiz life ka mmmmmm,True,unknown,general,[],False,[],False,['ka'],True,general,['general']
Haa upenyu hwakaoma vakomana mmmmm,True,unknown,general,[],False,[],False,[],False,general,['general']
Sorry vanhu vanenge vasina kunyatsonzwisisa chiziviso chaiswatati vaTigere vashaikirwa nababa vavo nyakubereka ivo vaTigere vamunoziva varipo but mubereki ndiye ashaya,True,unknown,greeting,[],False,[],False,[],False,sympathy,"['family', 'friendship', 'sympathy']"
Aaah musadaro vanhu imimi aah chii Chakadaro,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Now zvareruka,True,unknown,general,[],False,[],False,[],False,general,['general']
Ahhh but zvaBaba zvinosendwa kusvika kuno here munotityisa,True,unknown,general,[],False,[],False,[],False,Family,['family']
muchatiitisawo Hatataki,True,unknown,general,[],False,[],False,[],False,general,['general']
Haa tatatya wena iiiih,True,unknown,general,[],False,[],False,[],False,general,['general']
Hahhahahahaah tell them sokolate,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Ichi ndochokwadi,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Havasi ndibaba wavo,True,unknown,general,[],False,[],False,[],False,Family,['family']
Ndanga ndaona muvhundukiro vaita vanhu ndikatoona kuti vanhu vakutofunga kuti ivo ndovashaya,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship', 'romantic']"
I think memo iye yaimboiswa will work for us  Toona picture remunhu vacho kwanobva etc etc  kwete kuti jumha isu hatitane kufenda ka imi,True,unknown,greeting,[],False,[],False,"['i', 'us', 'ka']",True,Work,['work']
Haaa baba tatya aah aah ah upenyu hunorwadza kungojumhiwa nerufu chinhu chakaoma,True,unknown,greeting,[],False,[],False,['ah'],True,Family,"['family', 'romantic']"
ndosaka zvainzi ngazviitwe na SG,True,unknown,general,[],False,[],False,['na'],True,general,['general']
Imagine,True,unknown,general,[],False,[],False,[],False,general,['general']
Amasvosve Tigere ndovashaika VaTigere vapenyu tinavo kuTafara kereke message yafamba ndeyekunyaradzana naBaba Tigere vatobata navo paTafara Baba vavo vanopinda Methodist,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'religion', 'friendship']"
Thanks,True,positive,general,[],False,[],False,[],False,general,['appreciation']
,False,unknown,unknown,[],False,[],False,[],False,general,['general']
Mari,True,unknown,finance,[],False,[],False,[],False,Finance,['finance']
Sender  riri  full  hama yangu  kaita kadiki tichiri kuda kunzwa,True,unknown,greeting,[],False,[],False,[],False,Family,['family']
Ndikawana ndokupa,True,unknown,general,[],False,[],False,[],False,general,['general']
Mutekeshe akabva aita kudzamirwa chaiko,True,unknown,general,[],False,[],False,[],False,general,['general']
Horaiti,True,unknown,general,[],False,[],False,[],False,general,['general']
Iwewe  dzokorora  kukanzwa unzwe kuti  haudzamirwe  hr  kkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Musi unopera denga nenyika nyama nemweya zvichiparadzana kaa ma kani regai adzimirwe zvotyisa,True,unknown,greeting,[],False,[],False,"['denga', 'ma']",True,Religion,"['religion', 'location']"
Haaaaa,True,unknown,general,[],False,[],False,[],False,general,['general']
Panga pari loaded,True,unknown,general,[],False,[],False,[],False,general,['general']
haa but honestly ndizvo here izvi guys  mungazoti time time tomhura boys rekwamugodhi hee what what,True,positive,greeting,[],False,[],False,[],False,Religion,"['religion', 'friendship']"
MC akasvika pakutora maMic ake,True,unknown,general,[],False,[],False,['ake'],True,general,['general']
Parii kuitikeiii ko vamwe hatina bundle,True,unknown,general,[],False,[],False,['ko'],True,general,['general']
Unorishaya nei bundle,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Haa  kuchanotsviva,True,unknown,general,[],False,[],False,[],False,general,['general']
Nhamo veduweee,True,unknown,general,[],False,[],False,[],False,general,['general']
Aaa hazviko izvi guys aaaa ndatya nazvo,True,unknown,general,[],False,[],False,[],False,Friendship,['friendship']
Ndiudzeiwok kkkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Ooooh asi hauna hre,True,unknown,general,[],False,[],False,[],False,general,['general']
ndoona sekuti zvana satan mukati izvi fine mweya mutsvene unogona kuburuka but kwete zvekuita sekuti makatombowa practice dzendimi,True,unknown,general,[],False,[],False,[],False,Religion,['religion']
Ndezvamwari,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Chokwadi,True,unknown,general,[],False,[],False,[],False,general,['general']
Ummm,True,unknown,general,[],False,[],False,[],False,general,['general']
Handnaa chiii zvee,True,unknown,greeting,[],False,[],False,[],False,general,['general']
I have been hesitating to share the video for the past  weeks since l downloaded it becoz l know kuti neniwo ndiri mutadzi and sharing it would somehow mean lm judging them Mwari vazotiitirawo havo nyasha tose,True,negative,religion,[],False,[],False,"['i', 'to', 'l', 'it', 'l', 'and', 'it']",True,Family,"['family', 'religion', 'friendship']"
Team iri mukarisekerera vanodya sipo makatarisa avadi kusekererwa,True,unknown,general,[],False,[],False,[],False,Friendship,['friendship']
ma kkkkk ini ndimi dzikaitwa pamuchato wangu ndakutoita hondo bcoz tuchafarisa tukatanga kufumura maEx angu ndodini manje ndokwazviri kuenda uku,True,unknown,general,[],False,[],False,"['ma', 'uku']",True,Friendship,"['friendship', 'humor']"
batai murowe mukaona boys iri rasimuka,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Ndosaka tichizoenda kuCourt wedding hedu mozongoona photos,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Ndozvakaipira ndimi ahina secret but iro skiri iro nderekuwonererwa iro,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Taura hako,True,unknown,general,[],False,[],False,[],False,general,['general']
Thank you,True,neutral,general,[],False,[],False,[],False,general,['appreciation']
idzi handinzwe paakuda,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Pa zim celebs ndopandakarionawo,True,unknown,general,[],False,[],False,"['pa', 'zim']",True,general,['general']
Haaa zvekunamata zvakaoma,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Amen kasingagumi,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Haa kana makutodaromakutirasa Mweya umwechete so kana zvikadaidzwa pane zita ra Kristu munofanirwa kutotibatsirawo kana mune zvamunositenderwawo kunzwa nekupatsanura,True,unknown,general,[],False,[],False,"['so', 'ra']",True,Family,"['family', 'religion']"
Obvious anotenga Data kana iwe usina mari,True,unknown,finance,[],False,[],False,[],False,Finance,['finance']
Aah aaah  kkk Hoyooo  Kkk,True,unknown,greeting,[],False,[],False,['hoyooo'],True,Humor,['humor']
The thing is vanhu havadi kududzira asi vanenge vachida kuronda such that ukangoita mistake vobva vakunyadzisa nekukugarisa pasi,True,unknown,greeting,[],False,[],False,['is'],True,general,['general']
Handna wenaa haudii kunditengerawoo ere,True,unknown,general,[],False,[],False,[],False,general,['general']
Ummm,True,unknown,general,[],False,[],False,[],False,general,['general']
Aaa unorondei usingadi kuita basa raMwari Saka rava revanhu ka basa racho Kristu vatibatsire,True,unknown,religion,[],False,[],False,"['kuita', 'ka']",True,Family,"['family', 'religion', 'work']"
Pamwe vari kusimbisana kuti mumwe azogara muimba yake zvakanaka Since its marriage and all Ndezve mweya,True,unknown,general,[],False,[],False,['and'],True,Family,"['family', 'religion']"
Kkk ayas,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Zvakaoma,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
ndati pamwe,True,unknown,general,[],False,[],False,[],False,general,['general']
Ndazvitaurwe tizozvinzweo ka,True,unknown,general,[],False,[],False,['ka'],True,general,['general']
One thing I noticed panhau dze ndimi idzi tingagone kuzviramba hedu but ndimi idzi dzinenhodzerwa,True,unknown,greeting,[],False,[],False,['i'],True,Family,"['family', 'educational']"
Handina kunzwa point yako now,True,unknown,general,[],False,[],False,[],False,general,['general']
Ndarasika manje,True,unknown,general,[],False,[],False,[],False,general,['general']
Kutiendesa musango zvake kkkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Saka vanhu vari kuombera maoko kuti zvidiii uye vari kuseka wanzwei Zviri kumbofamba sei,True,unknown,general,[],False,[],False,['sei'],True,Family,"['family', 'religion', 'friendship']"
is recording,True,neutral,general,[],False,[],False,['is'],True,general,['general']
Maybe kuverenga kwanzvenga ndikati Ndi recorde,True,unknown,general,[],False,[],False,['ndi'],True,general,['general']
eh,True,unknown,general,[],False,[],False,[],False,general,['general']
But vamwe vese vanodudzirana wani Sei kwenyu kusisina vadudziri Hakuna mweya here,True,unknown,general,[],False,[],False,['sei'],True,Family,"['family', 'religion', 'friendship']"
Ndakurara hangu  Handidi nemasoko yangu,True,unknown,general,[],False,[],False,[],False,general,['general']
Vekwedu ndimi zve ana Rukudzo  munodi kududzira,True,unknown,general,[],False,[],False,['ana'],True,general,['general']
vakorinte  anombotii,True,unknown,general,[],False,[],False,[],False,general,['general']
Kana watoibata ipedze,True,unknown,general,[],False,[],False,[],False,Family,['family']
Saka hapana zvatikutaura pfuurirai mberi baba,True,unknown,general,[],False,[],False,[],False,Family,['family']
Vakorinde   Corinthians,True,neutral,greeting,[],False,[],False,[],False,general,['general']
Aizvee hanty kana wauya ne Bible reference haufanhire kubva wangopatsanura here semanzwisiro aurikuita maringe nezvatikutaura,True,unknown,finance,[],False,[],False,['ne'],True,Religion,"['religion', 'finance']"
Yes thank you,True,neutral,general,[],False,[],False,['yes'],True,general,['appreciation']
Verenga udzidze zvipo zvemweya zvazvinoita not kuda gakava or kuda kutaura,True,unknown,general,[],False,[],False,[],False,Religion,['religion']
Yakapatsanurwaa kudhara hauna kumboivhura ka tts why ukungotaura,True,unknown,general,[],False,[],False,['ka'],True,Family,['family']
Ndoriziya hangu shoko iro,True,unknown,general,[],False,[],False,[],False,Religion,['religion']
Ndoiziya hama from chapter  to,True,neutral,general,[],False,[],False,['to'],True,Family,['family']
Zvakaoma okay,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Hoo,True,unknown,general,[],False,[],False,[],False,general,['general']
Vakorinde   Corinthians,True,neutral,greeting,[],False,[],False,[],False,general,['general']
Vakorinde   Corinthians,True,neutral,greeting,[],False,[],False,[],False,general,['general']
Vakorinde   Corinthians,True,neutral,greeting,[],False,[],False,[],False,general,['general']
Ndikuda kutodzidzawo kwauri iwe ukufunga ndikuita gakava,True,unknown,general,[],False,[],False,[],False,Education,['educational']
Vakorinde   Corinthians,True,neutral,greeting,[],False,[],False,[],False,general,['general']
Ok,True,unknown,general,[],False,[],False,[],False,general,['general']
Iiiiii iwe unondirowesa,True,unknown,general,[],False,[],False,[],False,general,['general']
Ndimi pamuchato  here hakusi kuonererwa here  nekuzvikudza nemanyawii,True,unknown,general,[],False,[],False,[],False,Education,['educational']
Isa comment yako ndatoimirirao,True,unknown,general,[],False,[],False,['isa'],True,general,['general']
Sure,True,unknown,general,[],False,[],False,[],False,general,['general']
Uku Ana boys awo warikungo zhinya nezvrikutaurwa hawasikumbonzwa kut zvrikunziii chii,True,unknown,greeting,[],False,[],False,"['uku', 'ana']",True,Friendship,['friendship']
Kkkk zvakaoma mukoma,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'humor', 'sympathy']"
Kkkk okay maita mukoma matinzwisa zviri kuseri ukoo,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'humor']"
Saka  zvobvunzwa musi wemuchato here,True,unknown,general,[],False,[],False,[],False,general,['general']
Ko akadii kungobvunza kudenga ega,True,unknown,general,[],False,[],False,"['ko', 'kudenga']",True,Religion,"['religion', 'location']"
Why ask munhu wandiri kuda kuroora kuti ndiye here,True,unknown,general,[],False,[],False,[],False,general,['general']
Hahaaa asi ka,True,unknown,general,[],False,[],False,['ka'],True,general,['general']
The way he holding the mic,True,neutral,general,[],False,[],False,['he'],True,general,['general']
Havade kudaidzwa pamaFunction vanovhiringa zvinhu,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Speaking in tounges is now easy,True,positive,general,[],False,[],False,"['in', 'is']",True,general,['general']
Kkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Ndozvakaitika,True,unknown,general,[],False,[],False,[],False,general,['general']
Aida kuti vabatsirane kurava nyaya,True,unknown,general,[],False,[],False,[],False,Family,['family']
Kwandiri inini zvakanaka futi kusazivawo kune vamwe,True,unknown,general,[],False,[],False,[],False,Friendship,['friendship']
hona mumwe aisa uyu unongotya mahara,True,unknown,general,[],False,[],False,[],False,general,['general']
Phillip anotya wangu ndakamusimbisa this other day but aikwata,True,unknown,greeting,[],False,[],False,[],False,Friendship,['friendship']
Kkkkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Uyoooo anorema yooo,True,unknown,general,[],False,[],False,[],False,general,['general']
Thank you hama,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'appreciation']"
ukuda kundirwisa nemaadmin hanty,True,unknown,general,[],False,[],False,[],False,general,['general']
Ndipeiwo data,True,unknown,general,[],False,[],False,[],False,Requests,['requests']
Huya utore,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Dont be scared ishiri dzemubook idzi,True,neutral,greeting,[],False,[],False,['be'],True,general,['general']
wakudaro vatungamiriri,True,unknown,general,[],False,[],False,[],False,general,['general']
Vani,True,unknown,general,[],False,[],False,[],False,general,['general']
haaq  yaa  kunyanya  pabby nhaika,True,unknown,general,[],False,[],False,[],False,general,['general']
Rudo ravhu,True,unknown,general,[],False,[],False,['rudo'],True,general,['general']
Sticker,True,unknown,general,[],False,[],False,[],False,general,['general']
Ingoisa hko,True,unknown,general,[],False,[],False,[],False,general,['general']
isa kni,True,unknown,general,[],False,[],False,['isa'],True,general,['general']
Maadmin ese ari kugomo isa,True,unknown,general,[],False,[],False,['isa'],True,general,['general']
Eeee wsyenda nhsi  cz ndivo watungamiririri,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkkkkkkkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,general,['general']
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,general,['general']
Ukudeleter nei hko maadmin haambozvione,True,unknown,general,[],False,[],False,[],False,general,['general']
Munhu uyu ane time yakaiyasei achiuya kuChurch,True,unknown,greeting,[],False,[],False,['ane'],True,general,['general']
,False,unknown,unknown,[],False,[],False,[],False,general,['general']
This must be manicaland muimbire uyu,True,neutral,greeting,[],False,[],False,['be'],True,general,['general']
Kuchurch aka soo  huchi,True,unknown,greeting,[],False,[],False,[],False,general,['general']
httpswwwfacebookcomsharerFaMnGHDG,True,neutral,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Rugare,True,unknown,greeting,"[{'term': 'rugare', 'meaning': 'Peaceful greeting', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,Greeting,['greeting']
Dp rako ndiri kuritenda kunoku,True,unknown,general,[],False,[],False,[],False,general,['appreciation']
Ahhh uyu,True,unknown,general,[],False,[],False,[],False,general,['general']
Kungoti maAdmin anotemba nekuti anozondobvisa but ndovatsemura vese,True,unknown,general,[],False,[],False,[],False,Family,['family']
horaiti   its a ramah  over,True,neutral,general,[],False,[],False,['a'],True,general,['general']
Ska iwewe ndiwe deputy admin hr,True,unknown,general,[],False,[],False,['ska'],True,general,['general']
Ndimi yewataura ikududzira kuti muchaita  vasikana ne vakomana nemunhu iyeye,True,unknown,general,[],False,[],False,['ne'],True,general,['general']
Hezvoo ndokwazvatosvika,True,unknown,general,[],False,[],False,[],False,general,['general']
ndovatsemura  maiwii,True,unknown,general,[],False,[],False,[],False,general,['general']
Ndikureva number yevana vamuchaita,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkk  horaiti  ndotenda mweya,True,unknown,general,[],False,[],False,[],False,Religion,"['religion', 'appreciation', 'humor']"
Handisi hangu but ndikuti ndovatsemura,True,unknown,general,[],False,[],False,[],False,general,['general']
Iwewe kukereke kwako unenge unotombonyepera  vanhu kuvaprofita iwe,True,unknown,general,[],False,[],False,[],False,Religion,['religion']
Handiporofite pse pse but pandosimuka ipapo mhombwe dzese dzinombotiza,True,unknown,general,[],False,[],False,[],False,Requests,['requests']
Um sure iwe wacho unototizawo,True,unknown,general,[],False,[],False,[],False,general,['general']
PaChitowa apo dakuuya Friday ndimbosiya ndatendesa guta,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Ndini jaya remamwe majaya ayitaurwa mubible anoshingaira,True,unknown,greeting,[],False,[],False,[],False,Religion,['religion']
Hande,True,unknown,general,[],False,[],False,[],False,general,['general']
ndiwe uri kuverenga Bible  kugomo hr,True,unknown,general,[],False,[],False,['uri'],True,Religion,['religion']
Guys anyone arikuuda Basa rekutengesa mushop  Inbox know,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship', 'work']"
Thank you,True,neutral,general,[],False,[],False,[],False,general,['appreciation']
Hongu,True,unknown,general,[],False,[],False,[],False,general,['general']
Aaa  thats gud  sisi kana  ndikafa  ndoziva  kti  basa  raMwari  rinosara richipfuurira mberi,True,unknown,religion,[],False,[],False,[],False,Family,"['family', 'religion', 'friendship', 'work']"
Koakwira pasingadiwe ndian aakuparidzwa kudaro iii,True,unknown,general,[],False,[],False,[],False,general,['general']
Sticker,True,unknown,general,[],False,[],False,[],False,general,['general']
Aaah,True,unknown,general,[],False,[],False,[],False,general,['general']
Nokuti unodya nokunwa nomutovo usina kufanira unozvidyira nokuzvimwira kurobwa zvaasinganatso nzwisisa muviri waShe,True,unknown,general,[],False,[],False,[],False,Friendship,"['friendship', 'educational']"
Naizvozvo mumwe nomumwe unodya chingwa ichi kana kunwa mukombe waShe nomutovo usina kufanira uchava nemhosva yomuviri neropa raShe,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Yes nemutovo usina kufanira     zvaasinganatso nzwisisi muviri washe,True,unknown,general,[],False,[],False,['yes'],True,Family,"['family', 'friendship']"
Haiwa Jerusaremu suka zvakaipa zviri pamoyo wako kuti uponeswe Ndangariro dzako dzakaipa dzichagara mukati mako kusvikira rinhiko,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Pakaipa apa mutovo usina kufanira wacho ndeupi,True,unknown,general,[],False,[],False,['apa'],True,general,['general']
Vesi     kudya usina kunzwisisa Muviri washe,True,unknown,general,[],False,[],False,[],False,Friendship,['friendship']
Varume vakuru ngavave vakasvinuka vanokudzwa vakangwara vakarurama pakutenda naparudo napakutsungirira,True,unknown,general,[],False,[],False,[],False,general,['appreciation']
MUTAMBO wePASIKA,True,unknown,general,[],False,[],False,[],False,general,['general']
Hamuna simba sekuru tsamba yacho maparidzirwo ainoitwa knok ndendichinakidzwa hngu ini hnz kutotadza kutema huni chaidzo munhu wemurume nekut hauna simba,True,unknown,greeting,[],False,[],False,['ndendichinakidzwa'],True,Family,"['family', 'romantic', 'location']"
Whaaat,True,unknown,general,[],False,[],False,[],False,general,['general']
Mune madyira kurohwa mwana wemkwasha,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Bvisai mbiriso yekare kuti muve bundu idzva sezvamusina kuviriswa Nokuti paseka yedu yakatibayirwa isu ndiKristu,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'religion']"
Haha  nekuti handina kutsemura huni zvakangofanana nekuti magarine imbiriso,True,unknown,general,[],False,[],False,[],False,Love,['romantic']
Ehh hanz ukamatenga purpose yawo iri yekuzora chingwa yatoombiriso,True,unknown,greeting,[],False,[],False,[],False,Education,['educational']
Buh vakorinde  iyo inoti paseka ndijesu ska tinodya paseka everyday kaa isu,True,unknown,general,[],False,[],False,['ska'],True,Religion,['religion']
Wakufamba manje kana wakudai,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'religion', 'friendship']"
Vamwe varikuda kuidya pa days chete,True,unknown,general,[],False,[],False,['pa'],True,general,['general']
Vachiidya havo nembiriso yekare,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Saa tinozotenderana hre nehama kut kana taakuungana kunzvimbo tsvene iya chitowa taakungoitao kadrama katakanzi muite makaungana muchindirangarira,True,unknown,greeting,[],False,[],False,[],False,Family,['family']
Ipapo,True,unknown,general,[],False,[],False,[],False,general,['general']
Bt jese akadyisa wadzidzi paseka kaa iwee toti waiwa mufananidzo fty hr,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'religion']"
Vakaidya nemutowo upi,True,unknown,general,[],False,[],False,[],False,general,['general']
Saa taigona kuita hedu  years tichiidya sue tichizama kchengeta mirairo pa days chte poshaya change ikuitika mulife futi,True,unknown,greeting,[],False,[],False,"['kuita', 'pa']",True,Family,"['family', 'friendship']"
One day hawana kuita yekare iyeee,True,unknown,general,[],False,[],False,['kuita'],True,general,['general']
